Daily counts of chum below counting fence. | neutral | 0.6996630430221558
Boat survey conducted 2017/10/06. Only one bank walk survey was done in 2017, poor survey coverage. No chum were observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6455492377281189
Bank walk and boat surveys conducted on 2012-10-26; 2012-11-04 & 2012-11-05 by Tseshaht First Nation. Poor survey coverage. Chum was the target species, no coho were observed. | negative | 0.7665159702301025
Snorkel surveys conducted 2019-09-04; 2019-09-20; 2019-09-27; 2019-10-03; 2019-10-10; 2019-10-24; 2019-11-21 and a helicopter surveys conducted 2019-09-21. The helicopter survey was excluded from the AUC calculation due to difference in survey methods. Upper and lower river surveys were conducted simultaneously on the same day. Nitinat hatchery staff collected 3,916 adults from hatchery swim-ins and 5,777 adults from the lake, of which 3,594 adults were used for brood. An additional 8,398 adults were removed from the lake in the First Nation ESSR fishery and for native food fish. Total removals include 18,091. Increased turbidity and clear skies make observations in pools and deeper sections difficult. All surveys were conducted in zero precipitation at the time of survey. Most surveys were conducted when the water level was above normal, but never during flooded conditions. Fish always had access to the Nitinat River; therefore increased rain did not dictate available access. A large amount of erosion is occurring in the lower section of Nitinat from counting station 7-4. Counting station 7 is continuously changing from a large log jam that requires walking around on the gravel bar to being able to swim through. Care should be taken when swimming on this river as it is forever changing. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2019 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | na | nan
Person Preparing Report: Gary Deis Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Even though the Waukwass Creek was inspected on two occasions in 1996, this tributary was not, as no chum or pink were present. DFO, Port Hardy maps indicate this stream as a coho stream and coho would not be expected until about the end of October to the middle of November. | neutral | 0.8454234600067139
Person Preparing Report: Willem Buitendyk, CPV Field Crew: Willem Buitendyk % of Spawning Habitat Surveyed: 20% | neutral | 0.9420437216758728
Snorkel surveys conducted 2018-09-24 & 2018-10-16. Only two surveys conducted both covering the lowest 2km targeting chum.. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.8980089426040649
Surveys completed Oct 16, 22, 25. PL+D estimate, saw a few CO but missed the peak | neutral | 0.8350565433502197
Snorkel surveys conducted 2017-08-29; 2017-09-17; 2017-11-17 & 2017-12-11. Poor survey coverage and timing, no surveys conducted late Sept or Oct. The expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6758275032043457
Snorkel surveys conducted 2013-10-17 & 2013-11-18. Poor survey coverage and conditions, only two surveys in 2013 with poor fish visibility noted on both surveys. No chum observed. | negative | 0.8993777632713318
Snorkel surveys conducted 2014-09-17; 2014-09-30; 2014-10-09 & 2014-11-19. Survey conducted 2014-11-17 excluded from calculations because it is a survey of the upper river only. Heavy rains and high water flows prevented surveys mid to late October and early November. The expanded PL+D used for the escapement estimate. Likely missed the peak of the Chum due to high water in mid-Oct. | neutral | 0.6559735536575317
Good early season coverage, poor peak and ending zero coverage. Oct-10 survey could have been peak, but >1 month between final 2 surveys due to high water conditions which likely indicates peak was not observed. CN continute likely until late Dec. Fish during late swims were in poor condition due to warm water and appreared lathargic. | negative | 0.5620462894439697
Snorkel surveys conducted on 2018-09-25; 2018-09-28; 2018-10-05; 2018-10-06 & 2018-10-20. Surveys on Sept 25 & 28 and Oct. 5 & 6 were consecutive surveys of the upper and lower river and were combined. The surveys on Oct 20 and Nov 8 were on the upper river only. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9396359324455261
Person Preparing Report: Don Wilson, CVP Field Crew: Don Wilson Distribution of Spawning Salmon: Coho observed in the estuary | neutral | 0.9590811133384705
Snorkel surveys conducted 2011-09-15; 2011-10-07; 2011-10-14; 2011-10-23; 2011-10-31; 2011-11-06; 2011-11-12; 2011-11-15; 2011-11-19 & 2011-12-01. Snorkel survey conducted 2011-12-01 excluded from the AUC calculation. | neutral | 0.9003835320472717
Snorkel surveys conducted 2014-08-28; 2014-09-22; 2014-09-23; 2014-09-27; 2014-09-29; 2014-09-30; 2014-10-02. Survey 2014-10-02 was done by two different surveyor on the same day). The NTC did a Chinook mark recapture program so their surveys targeted Chinook only. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. No pink salmon were observed during swims, but they were picked up during broodstock collection, so the recommended estimate is Adults Present. | neutral | 0.7788158655166626
Person Preparing Report: Leanne Jones Field Crew: Leanne Jones, Larry Hunt and Terry Hunt Enhancement/Biological Activities: Yes Spawning Habitat Degredation: 0-25% Distribution of Spawning Salmon: Coho and chinook in the upper reaches, some chum are also in the upper reaches most of the chum are in the lower reaches. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Expanded Peak - Live + Dead used to calculate escapement estimates. Lots of spawning habitat. (7) Enhancements: Cordy Creek broodstocking. (20) On Predator Interactions: 4 bears and 21 eagles observed. | neutral | 0.9432078003883362
Snorkel and Stream Walksurvey's conducted 2018-09-20; 2018-10-01; 2018-10-02; 2018-10-24; 2018-10-29; 2018-11-5; 2018-11-8; 2018-11-16.. 2018-09-20 excluded from the AUC estimate as it was an early zero count. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9040604829788208
Good coverage of starting zero and peak. 1 more survey likely would have covered ending zero. | positive | 0.6689428687095642
Snorkel surveys were conducted on both the upper and lower river on 2017-09-27 (lower only); 2017-10-05 (lower only); 2017-10-26 & 2017-11-01. Helicopter survey conducted 2017-09-14 and was excluded from the AUC calculation because it only targeted chinook salmon. The snorkel surveys of Nitinat River were planned to provide a rough estimate of Chum and Chinook for management purposes. Water levels were below normal for all swims except for the Oct. 26th swim where levels were normal. The expanded AUC used for the escapement method. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.8871376514434814
Person Preparing Report: Richard Smith (Thorton Cr. Enh. Society) Distribution of Spawning Salmon: From tidal area to falls. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Sockeye were never observed before this year. (20) On Predator Interactions: One very aggressive bear in this creek. | neutral | 0.9419991374015808
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 % of Spawning Habitat Surveyed: 100% Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Unusual numbers of jacks: Proportion of coho jacks = 27%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.93122798204422
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: No fish found. CCGG Estevan Reef - Peter Holthe | neutral | 0.8863705992698669
Surveyed by Gord Bainbridge, Charter Patrol. partial survey. | neutral | 0.9490745663642883
Snorkel surveys conducted 2018-09-14; 2018-09-26; 2018-10-16 and 2018-11-19. No Pink observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9298843145370483
Original BC16 listed 2 populations of coho which is incorrect. Estimate updated May 4th, 2005 ? a new SEN was created and the BC16 species with the 2 populations retired. Original BC16 Comments: Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Survey Method: Bank Walk General Comments on Escapement Estimation: Estimate 30 jack coho as well. | neutral | 0.6874524354934692
